key	rule	slug	arm	tier	file	line	symbol	message	verdict	why
src/league_predictor/ingestion/facts_transform.py:237:7:protocol-doc:237	7	comment-borne-protocol	protocol-doc	heuristic	src/league_predictor/ingestion/facts_transform.py	237	league_predictor.ingestion.facts_transform.reconstruct_draft_actions	protocol narrated in docstring of league_predictor.ingestion.facts_transform.reconstruct_draft_actions - encode it (receipt type or lifted precondition)	fp	the obligation is already lifted twice - first_pick_is_blue is annotated bool and the body opens with an assert; the Args prose only explains why the unknown case must be skipped
src/league_predictor/lifecycle/slots.py:198:7:protocol-doc:198	7	comment-borne-protocol	protocol-doc	heuristic	src/league_predictor/lifecycle/slots.py	198	league_predictor.lifecycle.slots._StagedTrain.publish	protocol narrated in docstring of league_predictor.lifecycle.slots._StagedTrain.publish - encode it (receipt type or lifted precondition)	real	a genuine ordering protocol ('must be called BEFORE the id is registered') carried only by prose and a comment at its single caller in _spine.py; publish() returning a token the registration step consumes would make the order unwritable wrong
src/league_predictor/draft_grading/champion_attributes/ability_store.py:79:15:wallet:league_predictor.draft_grading.champion_attributes.ability_store.load_ability_vectors:store	15	wallet-parameter	wallet	heuristic	src/league_predictor/draft_grading/champion_attributes/ability_store.py	79	league_predictor.draft_grading.champion_attributes.ability_store.load_ability_vectors	league_predictor.draft_grading.champion_attributes.ability_store.load_ability_vectors takes 'store' but the body uses only .champions and .get_vector - take those or a narrower protocol	fp	.champions and .get_vector are essentially the whole public face of AbilityFeatureStore, which is defined ten lines above in the same module; a Protocol here would add a surface, not narrow one
src/league_predictor/draft_grading/grader/gbm.py:61:15:wallet:league_predictor.draft_grading.grader.gbm.extract_all_features:dataset	15	wallet-parameter	wallet	heuristic	src/league_predictor/draft_grading/grader/gbm.py	61	league_predictor.draft_grading.grader.gbm.extract_all_features	league_predictor.draft_grading.grader.gbm.extract_all_features takes 'dataset' but the body uses only .match_ids and .stack_to_device - take those or a narrower protocol	fp	extract_all_features is the dataset-level convenience wrapper - stack_to_device is the dataset's one bulk operation and the already-narrow tensor entry point (extract_features_from_tensors) sits right above it
src/league_predictor/predraft/ratings/skill_filter/artifact.py:148:15:wallet:league_predictor.predraft.ratings.skill_filter.artifact.save_artifact:model	15	wallet-parameter	wallet	heuristic	src/league_predictor/predraft/ratings/skill_filter/artifact.py	148	league_predictor.predraft.ratings.skill_filter.artifact.save_artifact	league_predictor.predraft.ratings.skill_filter.artifact.save_artifact takes 'model' but the body uses only .league_emb and .state_dict - take those or a narrower protocol	fp	a serializer taking the model it serializes; demanding n_leagues plus state_dict instead would push the artifact's own layout onto every caller and add params to an already 8-param signature
scripts/research/scaling/validate_scaling.py:129:35:hoistable-import:validate_scaling.main:from league_predictor.draft_grading.leagueofgraphs_matchups import load_matchup_cache	35	import-topology	hoistable-import	indexed	scripts/research/scaling/validate_scaling.py	129	validate_scaling.main	function-scope import of league_predictor.draft_grading.leagueofgraphs_matchups hides no cycle: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	real	section-local import style in a long research main (it even re-imports datetime.date beside it); the module is stdlib+numpy-free of cycles and belongs at the top
src/league_predictor/dashboard/model_serving.py:183:35:hoistable-import:league_predictor.dashboard.model_serving.DraftScorer.suggest:from league_predictor.draft_grading.suggest import require_legal_draft	35	import-topology	hoistable-import	indexed	src/league_predictor/dashboard/model_serving.py	183	league_predictor.dashboard.model_serving.DraftScorer.suggest	function-scope import of league_predictor.draft_grading.suggest hides no cycle: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	real	draft_grading.suggest pulls only numpy and vocab (no torch, no grader chain) and draft_grading/__init__ is light, so the deferral defends no startup cost while the module already imports db and lifecycle at top level
src/league_predictor/dashboard/model_serving.py:210:35:hoistable-import:league_predictor.dashboard.model_serving.DraftScorer.rollout_values:from league_predictor.draft_grading.suggest import board_after_pick, require_legal_draft	35	import-topology	hoistable-import	indexed	src/league_predictor/dashboard/model_serving.py	210	league_predictor.dashboard.model_serving.DraftScorer.rollout_values	function-scope import of league_predictor.draft_grading.suggest hides no cycle: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	real	the same light module imported a second time in the sibling method - one module-level import would serve both and remove the duplication
src/league_predictor/draft_grading/grader/knowledge_tables.py:63:35:hoistable-import:league_predictor.draft_grading.grader.knowledge_tables.build_knowledge_tables:from league_predictor.draft_grading.champion_attributes.ability_store import load_ability_vectors	35	import-topology	hoistable-import	indexed	src/league_predictor/draft_grading/grader/knowledge_tables.py	63	league_predictor.draft_grading.grader.knowledge_tables.build_knowledge_tables	function-scope import of league_predictor.draft_grading.champion_attributes.ability_store hides no cycle - league_predictor.draft_grading.champion_attributes.ability_store runs code at import time, which the deferral moves to first call: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	real	the module already names ability_store in its TYPE_CHECKING block and that module only sets a path constant at import time, so the runtime deferral hides nothing
src/league_predictor/draft_grading/grader/knowledge_tables.py:77:35:entangled:league_predictor.draft_grading.grader.knowledge_tables<->league_predictor.draft_grading.grader.lane_pair_features	35	import-topology	entangled	indexed	src/league_predictor/draft_grading/grader/knowledge_tables.py	77	league_predictor.draft_grading.grader.knowledge_tables.build_knowledge_tables	league_predictor.draft_grading.grader.knowledge_tables, league_predictor.draft_grading.grader.lane_pair_features import each other (cycle hidden behind a deferred import)	real	both directions are function-scope imports (KnowledgeTables into lane_pair_features, _tool_weight_matrix back), so neither module can be read or loaded alone
