key	rule	slug	arm	tier	file	line	symbol	message	verdict	why
services/account_service.py:956:6:dishonest-accessor:services.account_service.AccountService.get_available_access_token	6	dishonest-accessor	dishonest-accessor	indexed	services/account_service.py	956	services.account_service.AccountService.get_available_access_token	services.account_service.AccountService.get_available_access_token is named like an accessor but has effects: gw:services.log_service.log_service, mutates-arg, mutates-field	real	it reserves an image slot per candidate and releases it on rejection, fetches remote account info and raises on exhaustion - an acquire, not a get
services/account_service.py:1000:6:dishonest-accessor:services.account_service.AccountService.get_text_access_token	6	dishonest-accessor	dishonest-accessor	indexed	services/account_service.py	1000	services.account_service.AccountService.get_text_access_token	services.account_service.AccountService.get_text_access_token is named like an accessor but has effects: gw:services.log_service.log_service, mutates-field	real	it advances the round-robin self._index under the lock and calls refresh_access_token (network + saved account state), so two calls differ
services/image_task_service.py:170:6:dishonest-accessor:services.image_task_service.ImageTaskService.list_tasks	6	dishonest-accessor	dishonest-accessor	indexed	services/image_task_service.py	170	services.image_task_service.ImageTaskService.list_tasks	services.image_task_service.ImageTaskService.list_tasks is named like an accessor but has effects: mutates-field	real	the listing runs _cleanup_locked and _save_locked first, so reading the task list expires records and rewrites the store
services/account_service.py:246:8:primitive:access_token	8	primitive-obsession	primitive	indexed	services/account_service.py	246	services.account_service.AccountService._jwt_exp	param 'access_token: str' recurs in 21 signatures and is guarded by hand - NewType candidate	real	the raw token must be alias-resolved before use and 13 call sites do it by hand (_resolve_access_token_locked) - a resolved-token type is exactly the invariant being re-discharged
services/image_task_service.py:477:8:primitive:conversation_id	8	primitive-obsession	primitive	indexed	services/image_task_service.py	477	services.image_task_service.ImageTaskService._run_resume_poll	param 'conversation_id: str' recurs in 23 signatures and is guarded by hand - NewType candidate	fp	every 'guard' on conversation_id is an emptiness check on a value the upstream API hands back; a NewType has no runtime validation and would remove none of them
services/auth_service.py:66:34:swallowed-default-return:services.auth_service:66	34	noop-code	swallowed-default-return	heuristic	services/auth_service.py	66	services.auth_service.AuthService._load	broad except swallows the error and returns a default - callers cannot tell failure from a result	real	a storage failure loading the auth keys becomes 'no keys configured', which callers read as an empty key set - failure is indistinguishable from empty in an auth path
services/config.py:51:38:value-dup:a6321b57	38	value-duplication	value-dup	indexed	services/config.py	51	services.config	literal 'Mozilla/5.0 (Windows NT 10.0; Win64; x6 declared in 3 modules (services.config, services.openai_oauth, utils.sentinel) - one fact, one home	real	the impersonated Chrome UA is declared in three modules (six sites with the sentinel/account copies) and must match across them or the anti-bot check fails - one home
services/openai_oauth.py:7:38:value-dup:a6321b57	38	value-duplication	value-dup	indexed	services/openai_oauth.py	7	services.openai_oauth	literal 'Mozilla/5.0 (Windows NT 10.0; Win64; x6 declared in 3 modules (services.config, services.openai_oauth, utils.sentinel) - one fact, one home	real	same UA string re-declared for the oauth headers; a Chrome version bump has to be made in every copy
utils/sentinel.py:88:38:value-dup:a6321b57	38	value-duplication	value-dup	indexed	utils/sentinel.py	88	utils.sentinel	literal 'Mozilla/5.0 (Windows NT 10.0; Win64; x6 declared in 3 modules (services.config, services.openai_oauth, utils.sentinel) - one fact, one home	real	the sentinel proof-of-work UA must equal the request UA, and it is kept as a third independent copy of the same literal
test/test_v1_models.py:65:42:assertion-free:test.test_v1_models.ModelListTests.test_list_models_function	42	assertion-free-test	assertion-free	indexed	test/test_v1_models.py	65	test.test_v1_models.ModelListTests.test_list_models_function	test.test_v1_models.ModelListTests.test_list_models_function asserts nothing - it can only fail by raising	real	the test calls list_models and prints the JSON - no assertion, so any model list passes
scripts/test_storage.py:120:46:unfailable:test_storage.test_storage:57	46	unfailable-test	unfailable	heuristic	scripts/test_storage.py	120	test_storage.test_storage	test_storage.test_storage swallows the exception path - the test cannot fail there	fp	the handler's `return False` is the verdict: the script's __main__ does sys.exit(0 if success else 1), so the exception path fails the run
api/image_inputs.py:45:54:kind-switch:false,no,off,on,true,yes	54	kind-switch	kind-switch	indexed	api/image_inputs.py	45	api.image_inputs._parse_bool	{'false', 'no', 'off', 'on', 'true', 'yes'} switched over in 3 functions (api.image_inputs._parse_bool, init_proxy_config._env_bool, services.config._normalize_bool) - dispatch wants one home	real	three hand-written string-to-bool parsers with the same vocabulary in three modules; one parse_bool helper is the home
services/openai_backend_api.py:513:54:kind-switch:high,low	54	kind-switch	kind-switch	indexed	services/openai_backend_api.py	513	services.openai_backend_api.OpenAIBackendAPI._normalize_thinking_effort	{'high', 'low'} switched over in 4 functions (services.openai_backend_api.OpenAIBackendAPI._normalize_thinking_effort, services.protocol.openai_v1_chat_complete.normalize_thinking_effort, services.protocol.openai_v1_response.normalize_thinking_effort +1 more) - dispatch wants one home	real	four near-copies of normalize_thinking_effort that have already drifted (only the backend copy knows 'standard'/'max', only it maps 'auto')
services/protocol/conversation.py:352:54:kind-switch:message,result	54	kind-switch	kind-switch	indexed	services/protocol/conversation.py	352	services.protocol.conversation.ImageOutput.to_chunk	{'message', 'result'} switched over in 3 functions (services.protocol.conversation.ImageOutput.to_chunk, services.protocol.conversation.collect_image_outputs, services.protocol.openai_v1_chat_complete.stream_image_chat_completion) - dispatch wants one home	real	ImageOutput.kind is a real tag dispatched in three places (to_chunk, collect_image_outputs, stream_image_chat_completion) - a Literal plus one dispatch table or subclasses
utils/image_tokens.py:262:56:test-only:utils.image_tokens.count_image_output_tokens	56	test-only-symbol	test-only	indexed	utils/image_tokens.py	262	utils.image_tokens.count_image_output_tokens	function utils.image_tokens.count_image_output_tokens is referenced only by tests (test.test_image_tokens) - delete both	real	prod uses count_image_output_items_tokens everywhere; this wrapper's only references are its own test
services/account_service.py:858:57:dead-key:services.account_service.AccountService.keepalive_refresh_tokens:items	57	dead-key	dead-key	indexed	services/account_service.py	858	services.account_service.AccountService.keepalive_refresh_tokens	services.account_service.AccountService.keepalive_refresh_tokens writes 'items' on every path, and none of its 1 sinks reads it (keys: {errors, items, refreshed, relogined} | {errors, items, refreshed}; read: {errors})	real	'items' calls list_accounts() - a full copy of every account built on every keepalive tick - and the one caller reads only result['errors']
services/account_service.py:858:57:dead-key:services.account_service.AccountService.keepalive_refresh_tokens:refreshed	57	dead-key	dead-key	indexed	services/account_service.py	858	services.account_service.AccountService.keepalive_refresh_tokens	services.account_service.AccountService.keepalive_refresh_tokens writes 'refreshed' on every path, and none of its 1 sinks reads it (keys: {errors, items, refreshed, relogined} | {errors, items, refreshed}; read: {errors})	real	the counter is returned on both paths and the sole sink (api/support.py watcher) never reads it
