key	rule	slug	arm	tier	file	line	symbol	message	verdict	why
crates/tus/src/handlers/patch.rs:31:18:sections:salvo_tus::handlers::patch::patch	rs:18	section-comments	sections	heuristic	crates/tus/src/handlers/patch.rs	31	salvo_tus::handlers::patch::patch	salvo_tus::handlers::patch::patch narrates 4 labeled phases - each is a function boundary spelled in prose	real	patch is a 250-line handler whose numbered 1./2./3. validation stanzas each read a header, map an error to a status and return - textbook extractable prologue steps.
crates/tus/src/options.rs:352:18:sections:salvo_tus::options::TusOptions::extract_host_and_proto	rs:18	section-comments	sections	heuristic	crates/tus/src/options.rs	352	salvo_tus::options::TusOptions::extract_host_and_proto	salvo_tus::options::TusOptions::extract_host_and_proto narrates 2 labeled phases - each is a function boundary spelled in prose	fp	The 1)/2) labels do not partition the 55-line fallback ladder: proto is assigned inside the "1) determine host" branch and host determination continues after the "2) determine proto" label, so neither label is a function boundary.
crates/core/src/conn.rs:324:34:commented-code:salvo_core::conn:324	rs:34	noop-code	commented-code	heuristic	crates/core/src/conn.rs	324	salvo_core::conn	8 commented-out code lines - delete them; git remembers	real	Commented-out `pub fn version_from_alpn` left between live trait and struct definitions.
crates/core/src/extract/parameter/header.rs:67:34:commented-code:salvo_core::extract::parameter::header:67	rs:34	noop-code	commented-code	heuristic	crates/core/src/extract/parameter/header.rs	67	salvo_core::extract::parameter::header	11 commented-out code lines - delete them; git remembers	real	Commented-out second `impl Deserialize for HeaderParam<T, false>` sitting beside the live impl.
crates/core/src/test/request/builder.rs:87:34:commented-code:salvo_core::test::request::builder:87	rs:34	noop-code	commented-code	heuristic	crates/core/src/test/request/builder.rs	87	salvo_core::test::request::builder	9 commented-out code lines - delete them; git remembers	real	Commented-out builder method `param` with its doc comment, dead beside the live builder API.
crates/core/src/test/request/builder.rs:97:34:commented-code:salvo_core::test::request::builder:97	rs:34	noop-code	commented-code	heuristic	crates/core/src/test/request/builder.rs	97	salvo_core::test::request::builder	14 commented-out code lines - delete them; git remembers	real	Commented-out builder method `params`, the disabled twin of the live `queries` method above it.
crates/csrf/src/lib.rs:299:34:commented-code:salvo_csrf:299	rs:34	noop-code	commented-code	heuristic	crates/csrf/src/lib.rs	299	salvo_csrf	6 commented-out code lines - delete them; git remembers	real	Commented-out `clear_finders` builder method in the live CsrfBuilder impl block.
crates/csrf/src/lib.rs:306:34:commented-code:salvo_csrf:306	rs:34	noop-code	commented-code	heuristic	crates/csrf/src/lib.rs	306	salvo_csrf	6 commented-out code lines - delete them; git remembers	real	Commented-out `with_finders` builder method in the live CsrfBuilder impl block.
crates/macros/src/attribute.rs:17:34:commented-code:salvo_macros::attribute:17	rs:34	noop-code	commented-code	heuristic	crates/macros/src/attribute.rs	17	salvo_macros::attribute	16 commented-out code lines - delete them; git remembers	real	Commented-out `has_nested_path` helper, whole function body disabled at module scope.
crates/oapi-macros/src/feature/attributes.rs:790:34:commented-code:salvo_oapi_macros::feature::attributes:790	rs:34	noop-code	commented-code	heuristic	crates/oapi-macros/src/feature/attributes.rs	790	salvo_oapi_macros::feature::attributes	8 commented-out code lines - delete them; git remembers	real	Commented-out `parse_aliases` function between live Parse impls.
